"season","bowler","phase","runs_conceded","balls_bowled","wickets","dot_balls","economy","norm_wickets","norm_dot_balls","norm_economy","clutch_score"
2016,"RA Jadeja","Powerplay",20,14,1,4,8.57,0.0625,0.0347826086956522,0.207683419988446,0.0272
2016,"RP Singh","Death",36,21,2,6,10.29,0.125,0.0521739130434783,0.25736568457539,0.0649
2016,"RP Singh","Powerplay",78,55,1,23,8.51,0.0625,0.2,0.205950317735413,0.0769
2016,"S Aravind","Death",48,31,2,6,9.29,0.125,0.0521739130434783,0.228480647024841,0.0678
2016,"S Aravind","Middle",44,37,3,10,7.14,0.1875,0.0869565217391304,0.166377816291161,0.1219
2016,"S Aravind","Powerplay",130,114,6,49,6.84,0.375,0.426086956521739,0.157712305025997,0.3371
2016,"S Gopal","Middle",19,18,0,4,6.33,0,0.0347826086956522,0.142980935875217,-0.0039
2016,"S Kaushik","Death",59,24,0,4,14.75,0,0.0347826086956522,0.386192952050838,-0.0282
2016,"S Kaushik","Middle",124,111,6,41,6.7,0.375,0.356521739130435,0.15366839976892,0.3166
2016,"S Kaushik","Powerplay",12,7,0,3,10.29,0,0.0260869565217391,0.25736568457539,-0.0179
2016,"S Ladda","Middle",14,6,0,1,14,0,0.00869565217391304,0.364529173887926,-0.0338
2016,"S Ladda","Powerplay",7,6,0,2,7,0,0.0173913043478261,0.162333911034084,-0.011
2016,"S Nadeem","Death",13,12,0,4,6.5,0,0.0347826086956522,0.14789139225881,-0.0044
2016,"S Nadeem","Middle",46,30,1,8,9.2,0.0625,0.0695652173913043,0.225880993645292,0.0358
2016,"S Nadeem","Powerplay",68,49,2,19,8.33,0.125,0.165217391304348,0.200751010976314,0.1045
2016,"SB Jakati","Death",26,12,1,1,13,0.0625,0.00869565217391304,0.335644136337377,0.0065
2016,"SB Jakati","Middle",119,93,1,27,7.68,0.0625,0.234782608695652,0.181975736568458,0.0897
2016,"SB Jakati","Powerplay",36,18,0,2,12,0,0.0173913043478261,0.306759098786828,-0.0255
2016,"SK Raina","Middle",54,37,0,9,8.76,0,0.0782608695652174,0.21317157712305,0.0022
2016,"SK Raina","Powerplay",30,24,0,6,7.5,0,0.0521739130434783,0.176776429809359,-0.002
2016,"SM Boland","Death",24,19,2,5,7.58,0.125,0.0434782608695652,0.179087232813403,0.0701
2016,"SM Boland","Middle",10,6,0,0,10,0,0,0.248989023685731,-0.0249
2016,"SM Boland","Powerplay",22,18,1,9,7.33,0.0625,0.0782608695652174,0.171865973425765,0.0438
2016,"SP Narine","Death",64,47,2,17,8.17,0.125,0.147826086956522,0.196129404968226,0.0997
2016,"SP Narine","Middle",171,153,8,66,6.71,0.5,0.573913043478261,0.153957250144425,0.4568
2016,"SP Narine","Powerplay",75,62,3,26,7.26,0.1875,0.226086956521739,0.169844020797227,0.1633
2016,"SR Watson","Death",247,148,16,42,10.01,1,0.365217391304348,0.249277874061236,0.6846
2016,"SR Watson","Middle",118,99,3,32,7.15,0.1875,0.278260869565217,0.166666666666667,0.1793
2016,"SR Watson","Powerplay",125,113,4,47,6.64,0.25,0.408695652173913,0.151935297515887,0.2574
2016,"STR Binny","Middle",37,30,0,5,7.4,0,0.0434782608695652,0.173887926054304,-0.0043
2016,"STR Binny","Powerplay",97,74,1,23,7.86,0.0625,0.2,0.187175043327556,0.0788
2016,"Sachin Baby","Death",4,4,2,3,6,0.125,0.0260869565217391,0.133448873483536,0.0695
2016,"Sachin Baby","Middle",4,6,1,2,4,0.0625,0.0173913043478261,0.0756787983824379,0.0351
2016,"Sandeep Sharma","Death",143,91,8,23,9.43,0.5,0.2,0.232524552281918,0.3367
2016,"Sandeep Sharma","Middle",69,55,5,16,7.53,0.3125,0.139130434782609,0.177642980935875,0.2115
2016,"Sandeep Sharma","Powerplay",162,163,6,88,5.96,0.375,0.765217391304348,0.132293471981514,0.4413
2016,"Shakib Al Hasan","Death",46,32,0,5,8.62,0,0.0434782608695652,0.209127671865973,-0.0079
2016,"Shakib Al Hasan","Middle",125,97,2,24,7.73,0.125,0.208695652173913,0.183419988445985,0.1193
2016,"Shakib Al Hasan","Powerplay",76,61,3,29,7.48,0.1875,0.252173913043478,0.176198729058348,0.1705
2016,"Swapnil Singh","Middle",29,18,0,3,9.67,0,0.0260869565217391,0.23945696129405,-0.0161
2016,"T Shamsi","Death",42,18,1,4,14,0.0625,0.0347826086956522,0.364529173887926,0.0115
2016,"T Shamsi","Middle",109,78,2,22,8.38,0.125,0.191304347826087,0.202195262853842,0.1122
2016,"TA Boult","Death",26,13,0,2,12,0,0.0173913043478261,0.306759098786828,-0.0255
2016,"TA Boult","Powerplay",13,13,1,9,6,0.0625,0.0782608695652174,0.133448873483536,0.0476
2016,"TG Southee","Death",57,36,2,10,9.5,0.125,0.0869565217391304,0.234546504910456,0.0776
2016,"TG Southee","Middle",81,69,3,22,7.04,0.1875,0.191304347826087,0.163489312536106,0.1535
2016,"TG Southee","Powerplay",195,163,4,67,7.18,0.25,0.582608695652174,0.167533217793183,0.308
2016,"UT Yadav","Death",110,58,9,12,11.38,0.5625,0.104347826086957,0.288850375505488,0.3399
2016,"UT Yadav","Middle",72,55,0,14,7.85,0,0.121739130434783,0.186886192952051,0.0178
2016,"UT Yadav","Powerplay",64,50,3,20,7.68,0.1875,0.173913043478261,0.181975736568458,0.1465
2016,"V Kohli","Middle",13,8,0,1,9.75,0,0.00869565217391304,0.241767764298094,-0.0216
2016,"VR Aaron","Death",38,22,1,3,10.36,0.0625,0.0260869565217391,0.259387637203928,0.0194
2016,"VR Aaron","Middle",140,96,1,30,8.75,0.0625,0.260869565217391,0.212882726747545,0.0945
2016,"VR Aaron","Powerplay",51,37,0,15,8.27,0,0.130434782608696,0.199017908723281,0.0192
2016,"YK Pathan","Middle",12,14,1,5,5.14,0.0625,0.0434782608695652,0.108607741190064,0.0397
2016,"YK Pathan","Powerplay",21,24,0,9,5.25,0,0.0782608695652174,0.111785095320624,0.0123
2016,"YS Chahal","Death",71,44,4,9,9.68,0.25,0.0782608695652174,0.239745811669555,0.1495
2016,"YS Chahal","Middle",277,214,14,69,7.77,0.875,0.6,0.184575389948007,0.6865
2016,"YS Chahal","Powerplay",61,50,4,22,7.32,0.25,0.191304347826087,0.17157712305026,0.1902
2016,"Yuvraj Singh","Death",6,1,0,0,36,0,0,1,-0.1
2016,"Yuvraj Singh","Middle",46,37,0,7,7.46,0,0.0608695652173913,0.175621028307337,7e-04
2016,"Z Khan","Death",118,67,4,17,10.57,0.25,0.147826086956522,0.265453495089544,0.1678
2016,"Z Khan","Middle",36,33,3,14,6.55,0.1875,0.121739130434783,0.149335644136337,0.1341
2016,"Z Khan","Powerplay",187,171,5,80,6.56,0.3125,0.695652173913043,0.149624494511843,0.3812
2017,"A Choudhary","Death",40,27,1,7,8.89,0.0526315789473684,0.0786516853932584,0.313181818181818,0.0239
2017,"A Choudhary","Middle",58,44,1,17,7.91,0.0526315789473684,0.191011235955056,0.268636363636364,0.062
2017,"A Choudhary","Powerplay",46,37,3,18,7.46,0.157894736842105,0.202247191011236,0.248181818181818,0.1306
2017,"A Mishra","Death",11,11,2,6,6,0.105263157894737,0.0674157303370786,0.181818181818182,0.0652
2017,"A Mishra","Middle",334,226,8,72,8.87,0.421052631578947,0.808988764044944,0.312272727272727,0.4641
2017,"A Nehra","Death",46,38,7,15,7.26,0.368421052631579,0.168539325842697,0.239090909090909,0.2477
2017,"A Nehra","Middle",51,31,0,7,9.87,0,0.0786516853932584,0.357727272727273,-0.0122
2017,"A Nehra","Powerplay",101,63,3,25,9.62,0.157894736842105,0.280898876404494,0.346363636363636,0.1444
2017,"A Zampa","Death",31,17,4,7,10.94,0.210526315789474,0.0786516853932584,0.406363636363636,0.1093
2017,"A Zampa","Middle",133,105,3,31,7.6,0.157894736842105,0.348314606741573,0.254545454545455,0.1738
2017,"AB Dinda","Death",69,26,1,4,15.92,0.0526315789473684,0.0449438202247191,0.632727272727273,-0.0182
2017,"AB Dinda","Powerplay",52,39,1,17,8,0.0526315789473684,0.191011235955056,0.272727272727273,0.0616
2017,"AD Mathews","Death",25,12,0,0,12.5,0,0,0.477272727272727,-0.0477
2017,"AD Mathews","Middle",32,19,0,3,10.11,0,0.0337078651685393,0.368636363636364,-0.0268
2017,"AF Milne","Death",38,31,4,11,7.35,0.210526315789474,0.123595505617978,0.243181818181818,0.1391
2017,"AF Milne","Middle",53,27,0,3,11.78,0,0.0337078651685393,0.444545454545455,-0.0343
2017,"AF Milne","Powerplay",50,32,0,11,9.38,0,0.123595505617978,0.335454545454546,0.0035
2017,"AJ Tye","Death",78,62,6,18,7.55,0.315789473684211,0.202247191011236,0.252272727272727,0.2249
2017,"AJ Tye","Middle",28,30,3,8,5.6,0.157894736842105,0.0898876404494382,0.163636363636364,0.1053
2017,"AJ Tye","Powerplay",40,36,3,18,6.67,0.157894736842105,0.202247191011236,0.212272727272727,0.1342
2017,"AR Patel","Death",35,26,3,7,8.08,0.157894736842105,0.0786516853932584,0.276363636363636,0.0907
2017,"AR Patel","Middle",287,232,10,61,7.42,0.526315789473684,0.685393258426966,0.246363636363636,0.4968
2017,"AR Patel","Powerplay",44,36,2,14,7.33,0.105263157894737,0.157303370786517,0.242272727272727,0.0861
2017,"AS Rajpoot","Death",38,19,1,2,12,0.0526315789473684,0.0224719101123595,0.454545454545455,-0.0071
2017,"AS Rajpoot","Middle",75,68,3,25,6.62,0.157894736842105,0.280898876404494,0.21,0.158
2017,"Ankit Sharma","Powerplay",16,6,0,1,16,0,0.0112359550561798,0.636363636363636,-0.0603
2017,"Ankit Soni","Death",4,1,0,0,24,0,0,1,-0.1
2017,"Ankit Soni","Middle",138,105,3,33,7.89,0.157894736842105,0.370786516853933,0.267727272727273,0.1792
2017,"Ankit Soni","Powerplay",3,6,1,4,3,0.0526315789473684,0.0449438202247191,0.0454545454545455,0.0405
2017,"Anureet Singh","Middle",16,6,0,0,16,0,0,0.636363636363636,-0.0636
2017,"Anureet Singh","Powerplay",10,6,0,2,10,0,0.0224719101123595,0.363636363636364,-0.0296
2017,"Avesh Khan","Death",14,6,0,0,14,0,0,0.545454545454545,-0.0545
2017,"Avesh Khan","Middle",4,6,0,2,4,0,0.0224719101123595,0.0909090909090909,-0.0023
2017,"Avesh Khan","Powerplay",6,12,1,9,3,0.0526315789473684,0.101123595505618,0.0454545454545455,0.0574
2017,"B Kumar","Death",204,154,19,40,7.95,1,0.449438202247191,0.270454545454545,0.7078
2017,"B Kumar","Middle",27,24,2,6,6.75,0.105263157894737,0.0674157303370786,0.215909090909091,0.0618
2017,"B Kumar","Powerplay",153,146,7,71,6.29,0.368421052631579,0.797752808988764,0.195,0.4409
2017,"B Stanlake","Middle",22,12,1,3,11,0.0526315789473684,0.0337078651685393,0.409090909090909,8e-04
2017,"B Stanlake","Powerplay",48,38,1,14,7.58,0.0526315789473684,0.157303370786517,0.253636363636364,0.0534
2017,"BA Stokes","Death",100,77,7,24,7.79,0.368421052631579,0.269662921348315,0.263181818181818,0.2756
2017,"BA Stokes","Middle",130,119,2,44,6.55,0.105263157894737,0.49438202247191,0.206818181818182,0.1908
2017,"BA Stokes","Powerplay",97,78,5,40,7.46,0.263157894736842,0.449438202247191,0.248181818181818,0.2679
2017,"BB Sran","Middle",20,7,0,1,17.14,0,0.0112359550561798,0.688181818181818,-0.0654
2017,"BB Sran","Powerplay",9,6,0,3,9,0,0.0337078651685393,0.318181818181818,-0.0217
2017,"BCJ Cutting","Death",69,34,1,8,12.18,0.0526315789473684,0.0898876404494382,0.462727272727273,0.0123
2017,"BCJ Cutting","Middle",36,31,1,7,6.97,0.0526315789473684,0.0786516853932584,0.225909090909091,0.0326
2017,"BCJ Cutting","Powerplay",18,14,0,5,7.71,0,0.0561797752808989,0.259545454545455,-0.0091
2017,"Basil Thampi","Death",188,108,10,20,10.44,0.526315789473684,0.224719101123595,0.383636363636364,0.3448
2017,"Basil Thampi","Middle",79,64,3,15,7.41,0.157894736842105,0.168539325842697,0.245909090909091,0.1207
2017,"Basil Thampi","Powerplay",161,106,2,41,9.11,0.105263157894737,0.460674157303371,0.323181818181818,0.169
2017,"Bipul Sharma","Death",12,7,0,3,10.29,0,0.0337078651685393,0.376818181818182,-0.0276
2017,"Bipul Sharma","Middle",89,67,2,16,7.97,0.105263157894737,0.179775280898876,0.271363636363636,0.09
2017,"Bipul Sharma","Powerplay",30,26,1,9,6.92,0.0526315789473684,0.101123595505618,0.223636363636364,0.0396
2017,"C de Grandhomme","Death",7,2,0,0,21,0,0,0.863636363636364,-0.0864
2017,"C de Grandhomme","Middle",116,86,4,26,8.09,0.210526315789474,0.292134831460674,0.276818181818182,0.1863
2017,"C de Grandhomme","Powerplay",13,14,0,7,5.57,0,0.0786516853932584,0.162272727272727,0.0074
2017,"CH Morris","Death",101,78,8,20,7.77,0.421052631578947,0.224719101123595,0.262272727272727,0.2938
2017,"CH Morris","Middle",37,25,1,8,8.88,0.0526315789473684,0.0898876404494382,0.312727272727273,0.0273
2017,"CH Morris","Powerplay",103,86,5,43,7.19,0.263157894736842,0.48314606741573,0.235909090909091,0.2792
2017,"CJ Anderson","Death",70,41,1,7,10.24,0.0526315789473684,0.0786516853932584,0.374545454545455,0.0177
2017,"CJ Anderson","Middle",110,75,3,12,8.8,0.157894736842105,0.134831460674157,0.309090909090909,0.1043
2017,"CJ Anderson","Powerplay",7,5,0,1,8.4,0,0.0112359550561798,0.290909090909091,-0.0257
2017,"CJ Jordan","Powerplay",10,7,1,2,8.57,0.0526315789473684,0.0224719101123595,0.298636363636364,0.0085
2017,"CR Brathwaite","Death",29,12,1,2,14.5,0.0526315789473684,0.0224719101123595,0.568181818181818,-0.0185
2017,"CR Brathwaite","Middle",38,26,0,4,8.77,0,0.0449438202247191,0.307727272727273,-0.0173
2017,"CR Woakes","Death",143,89,8,22,9.64,0.421052631578947,0.247191011235955,0.347272727272727,0.2921
2017,"CR Woakes","Middle",117,112,9,43,6.27,0.473684210526316,0.48314606741573,0.194090909090909,0.4097
2017,"CR Woakes","Powerplay",133,77,1,22,10.36,0.0526315789473684,0.247191011235955,0.38,0.0677
2017,"DJ Hooda","Middle",25,18,2,6,8.33,0.105263157894737,0.0674157303370786,0.287727272727273,0.0546
2017,"DJ Hooda","Powerplay",17,6,0,1,17,0,0.0112359550561798,0.681818181818182,-0.0648
2017,"DL Chahar","Powerplay",75,44,1,12,10.23,0.0526315789473684,0.134831460674157,0.374090909090909,0.0346
2017,"DR Smith","Death",34,13,1,1,15.69,0.0526315789473684,0.0112359550561798,0.622272727272727,-0.0273
2017,"DR Smith","Middle",100,63,1,15,9.52,0.0526315789473684,0.168539325842697,0.341818181818182,0.048
2017,"DR Smith","Powerplay",17,6,0,1,17,0,0.0112359550561798,0.681818181818182,-0.0648
2017,"DS Kulkarni","Death",31,18,2,4,10.33,0.105263157894737,0.0449438202247191,0.378636363636364,0.0388
2017,"DS Kulkarni","Middle",58,38,1,11,9.16,0.0526315789473684,0.123595505617978,0.325454545454545,0.0361
2017,"DS Kulkarni","Powerplay",84,62,0,20,8.13,0,0.224719101123595,0.278636363636364,0.0396
2017,"DT Christian","Death",110,81,4,24,8.15,0.210526315789474,0.269662921348315,0.279545454545455,0.1793
2017,"DT Christian","Middle",152,136,8,38,6.71,0.421052631578947,0.426966292134831,0.214090909090909,0.3593
2017,"DT Christian","Powerplay",41,32,0,12,7.69,0,0.134831460674157,0.258636363636364,0.0146
2017,"GJ Maxwell","Death",18,19,1,4,5.68,0.0526315789473684,0.0449438202247191,0.167272727272727,0.0283
2017,"GJ Maxwell","Middle",90,90,6,34,6,0.315789473684211,0.382022471910112,0.181818181818182,0.2859
2017,"GJ Maxwell","Powerplay",18,6,0,0,18,0,0,0.727272727272727,-0.0727
2017,"HH Pandya","Death",55,46,3,14,7.17,0.157894736842105,0.157303370786517,0.235,0.1184
2017,"HH Pandya","Middle",112,86,3,24,7.81,0.157894736842105,0.269662921348315,0.264090909090909,0.1492
2017,"HH Pandya","Powerplay",52,30,0,7,10.4,0,0.0786516853932584,0.381818181818182,-0.0146
2017,"HV Patel","Death",14,6,1,3,14,0.0526315789473684,0.0337078651685393,0.545454545454545,-0.0129
2017,"HV Patel","Middle",14,12,2,4,7,0.105263157894737,0.0449438202247191,0.227272727272727,0.0539
2017,"HV Patel","Powerplay",15,7,0,1,12.86,0,0.0112359550561798,0.493636363636364,-0.046
2017,"Harbhajan Singh","Middle",216,187,7,64,6.93,0.368421052631579,0.719101123595506,0.224090909090909,0.4144
2017,"Harbhajan Singh","Powerplay",53,60,1,32,5.3,0.0526315789473684,0.359550561797753,0.15,0.1244
2017,"I Sharma","Death",20,6,0,0,20,0,0,0.818181818181818,-0.0818
2017,"I Sharma","Middle",53,26,0,4,12.23,0,0.0449438202247191,0.465,-0.033
2017,"I Sharma","Powerplay",117,82,0,28,8.56,0,0.314606741573034,0.298181818181818,0.0646
2017,"IK Pathan","Death",10,6,2,2,10,0.105263157894737,0.0224719101123595,0.363636363636364,0.0335
2017,"IK Pathan","Powerplay",16,6,0,2,16,0,0.0224719101123595,0.636363636363636,-0.0569
2017,"Imran Tahir","Death",97,61,2,16,9.54,0.105263157894737,0.179775280898876,0.342727272727273,0.0828
2017,"Imran Tahir","Middle",234,201,14,70,6.99,0.736842105263158,0.786516853932584,0.226818181818182,0.6554
2017,"Imran Tahir","Powerplay",39,24,3,8,9.75,0.157894736842105,0.0898876404494382,0.352272727272727,0.0865
2017,"Iqbal Abdulla","Middle",36,22,2,4,9.82,0.105263157894737,0.0449438202247191,0.355454545454545,0.0411
2017,"Iqbal Abdulla","Powerplay",19,12,0,2,9.5,0,0.0224719101123595,0.340909090909091,-0.0273
2017,"J Yadav","Middle",13,12,0,4,6.5,0,0.0449438202247191,0.204545454545455,-0.007
2017,"J Yadav","Powerplay",30,25,0,9,7.2,0,0.101123595505618,0.236363636363636,0.0067
2017,"JD Unadkat","Death",158,115,18,46,8.24,0.947368421052632,0.51685393258427,0.283636363636364,0.6951
2017,"JD Unadkat","Middle",33,31,2,11,6.39,0.105263157894737,0.123595505617978,0.199545454545455,0.0803
2017,"JD Unadkat","Powerplay",139,133,7,62,6.27,0.368421052631579,0.696629213483146,0.194090909090909,0.4106
2017,"JJ Bumrah","Death",241,170,13,42,8.51,0.684210526315789,0.471910112359551,0.295909090909091,0.5225
2017,"JJ Bumrah","Middle",109,90,4,29,7.27,0.210526315789474,0.325842696629214,0.239545454545455,0.2001
2017,"JJ Bumrah","Powerplay",105,113,6,53,5.58,0.315789473684211,0.595505617977528,0.162727272727273,0.3519
2017,"JP Faulkner","Death",90,57,3,10,9.47,0.157894736842105,0.112359550561798,0.339545454545455,0.0945
2017,"JP Faulkner","Middle",110,66,5,16,10,0.263157894736842,0.179775280898876,0.363636363636364,0.1755
2017,"JP Faulkner","Powerplay",79,41,3,10,11.56,0.157894736842105,0.112359550561798,0.434545454545455,0.085
2017,"K Rabada","Death",81,49,3,16,9.92,0.157894736842105,0.179775280898876,0.36,0.1127
2017,"K Rabada","Middle",8,12,1,6,4,0.0526315789473684,0.0674157303370786,0.0909090909090909,0.0427
2017,"K Rabada","Powerplay",109,76,4,26,8.61,0.210526315789474,0.292134831460674,0.300454545454545,0.1839
2017,"KA Pollard","Death",15,5,0,0,18,0,0,0.727272727272727,-0.0727
2017,"KA Pollard","Middle",15,7,0,0,12.86,0,0,0.493636363636364,-0.0494
2017,"KC Cariappa","Death",18,13,1,2,8.31,0.0526315789473684,0.0224719101123595,0.286818181818182,0.0096
2017,"KC Cariappa","Middle",102,75,3,17,8.16,0.157894736842105,0.191011235955056,0.28,0.124
2017,"KC Cariappa","Powerplay",7,6,0,3,7,0,0.0337078651685393,0.227272727272727,-0.0126
2017,"KH Pandya","Death",26,24,2,8,6.5,0.105263157894737,0.0898876404494382,0.204545454545455,0.0697
2017,"KH Pandya","Middle",244,210,6,57,6.97,0.315789473684211,0.640449438202247,0.225909090909091,0.359
2017,"KH Pandya","Powerplay",10,12,2,8,5,0.105263157894737,0.0898876404494382,0.136363636363636,0.0765
2017,"KV Sharma","Middle",151,133,9,54,6.81,0.473684210526316,0.606741573033708,0.218636363636364,0.4444
2017,"KV Sharma","Powerplay",66,56,4,21,7.07,0.210526315789474,0.235955056179775,0.230454545454545,0.1741
2017,"Kuldeep Yadav","Death",93,61,7,20,9.15,0.368421052631579,0.224719101123595,0.325,0.256
2017,"Kuldeep Yadav","Middle",215,156,5,43,8.27,0.263157894736842,0.48314606741573,0.285,0.2743
2017,"Kuldeep Yadav","Powerplay",37,33,0,11,6.73,0,0.123595505617978,0.215,0.0156
2017,"LH Ferguson","Death",23,13,0,4,10.62,0,0.0449438202247191,0.391818181818182,-0.0257
2017,"LH Ferguson","Middle",22,40,4,22,3.3,0.210526315789474,0.247191011235955,0.0590909090909091,0.1946
2017,"LH Ferguson","Powerplay",51,34,1,14,9,0.0526315789473684,0.157303370786517,0.318181818181818,0.047
2017,"MC Henriques","Death",12,7,0,2,10.29,0,0.0224719101123595,0.376818181818182,-0.0309
2017,"MC Henriques","Middle",203,124,2,22,9.82,0.105263157894737,0.247191011235955,0.355454545454545,0.1018
2017,"MC Henriques","Powerplay",33,17,0,3,11.65,0,0.0337078651685393,0.438636363636364,-0.0338
2017,"MG Johnson","Death",33,25,6,10,7.92,0.315789473684211,0.112359550561798,0.269090909090909,0.1963
2017,"MG Johnson","Middle",40,37,1,16,6.49,0.0526315789473684,0.179775280898876,0.204090909090909,0.0651
2017,"MG Johnson","Powerplay",74,63,2,29,7.05,0.105263157894737,0.325842696629214,0.229545454545455,0.138
2017,"MJ Henry","Death",35,13,2,1,16.15,0.105263157894737,0.0112359550561798,0.643181818181818,0.0022
2017,"MJ Henry","Powerplay",36,18,0,6,12,0,0.0674157303370786,0.454545454545455,-0.0252
2017,"MJ McClenaghan","Death",193,132,9,38,8.77,0.473684210526316,0.426966292134831,0.307727272727273,0.3815
2017,"MJ McClenaghan","Middle",126,62,1,17,12.19,0.0526315789473684,0.191011235955056,0.463181818181818,0.0426
2017,"MJ McClenaghan","Powerplay",193,151,10,64,7.67,0.526315789473684,0.719101123595506,0.257727272727273,0.5057
2017,"MM Patel","Middle",51,36,1,8,8.5,0.0526315789473684,0.0898876404494382,0.295454545454545,0.029
2017,"MM Patel","Powerplay",7,6,0,2,7,0,0.0224719101123595,0.227272727272727,-0.016
2017,"MM Sharma","Death",174,108,5,25,9.67,0.263157894736842,0.280898876404494,0.348636363636364,0.2073
2017,"MM Sharma","Middle",96,73,5,23,7.89,0.263157894736842,0.258426966292135,0.267727272727273,0.2087
2017,"MM Sharma","Powerplay",142,96,3,39,8.88,0.157894736842105,0.438202247191011,0.312727272727273,0.1949
2017,"MN Samuels","Middle",34,18,0,5,11.33,0,0.0561797752808989,0.424090909090909,-0.0256
2017,"MP Stoinis","Death",38,16,0,2,14.25,0,0.0224719101123595,0.556818181818182,-0.0489
2017,"MP Stoinis","Middle",59,46,1,7,7.7,0.0526315789473684,0.0786516853932584,0.259090909090909,0.0293
2017,"MP Stoinis","Powerplay",14,7,1,1,12,0.0526315789473684,0.0112359550561798,0.454545454545455,-0.0105
2017,"MS Gony","Middle",15,7,0,2,12.86,0,0.0224719101123595,0.493636363636364,-0.0426
2017,"MS Gony","Powerplay",17,8,0,2,12.75,0,0.0224719101123595,0.488636363636364,-0.0421
2017,"Mohammad Nabi","Middle",24,30,1,15,4.8,0.0526315789473684,0.168539325842697,0.127272727272727,0.0694
2017,"Mohammad Nabi","Powerplay",35,36,1,19,5.83,0.0526315789473684,0.213483146067416,0.174090909090909,0.0782
2017,"Mohammed Shami","Death",46,33,4,9,8.36,0.210526315789474,0.101123595505618,0.289090909090909,0.1277
2017,"Mohammed Shami","Middle",91,62,2,17,8.81,0.105263157894737,0.191011235955056,0.309545454545455,0.0895
2017,"Mohammed Shami","Powerplay",111,70,2,29,9.51,0.105263157894737,0.325842696629214,0.341363636363636,0.1268
2017,"Mohammed Siraj","Death",67,37,2,5,10.86,0.105263157894737,0.0561797752808989,0.402727272727273,0.0397
2017,"Mohammed Siraj","Middle",37,43,5,20,5.16,0.263157894736842,0.224719101123595,0.143636363636364,0.2109
2017,"Mohammed Siraj","Powerplay",110,61,3,23,10.82,0.157894736842105,0.258426966292135,0.400909090909091,0.1322
2017,"Mustafizur Rahman","Death",4,4,0,1,6,0,0.0112359550561798,0.181818181818182,-0.0148
2017,"Mustafizur Rahman","Middle",11,7,0,1,9.43,0,0.0112359550561798,0.337727272727273,-0.0304
2017,"Mustafizur Rahman","Powerplay",19,6,0,1,19,0,0.0112359550561798,0.772727272727273,-0.0739
2017,"NB Singh","Powerplay",18,25,1,13,4.32,0.0526315789473684,0.146067415730337,0.105454545454545,0.0649
2017,"NM Coulter-Nile","Death",62,45,7,13,8.27,0.368421052631579,0.146067415730337,0.285,0.2364
2017,"NM Coulter-Nile","Middle",50,55,5,24,5.45,0.263157894736842,0.269662921348315,0.156818181818182,0.2231
2017,"NM Coulter-Nile","Powerplay",120,78,4,33,9.23,0.210526315789474,0.370786516853933,0.328636363636364,0.2047
2017,"P Kumar","Death",39,22,1,6,10.64,0.0526315789473684,0.0674157303370786,0.392727272727273,0.0125
2017,"P Kumar","Middle",6,6,0,0,6,0,0,0.181818181818182,-0.0182
2017,"P Kumar","Powerplay",109,80,5,34,8.18,0.263157894736842,0.382022471910112,0.280909090909091,0.2444
2017,"P Negi","Death",38,34,7,13,6.71,0.368421052631579,0.146067415730337,0.214090909090909,0.2435
2017,"P Negi","Middle",152,154,10,59,5.92,0.526315789473684,0.662921348314607,0.178181818181818,0.4968
2017,"P Negi","Powerplay",12,12,0,8,6,0,0.0898876404494382,0.181818181818182,0.0088
2017,"PJ Cummins","Death",133,98,8,27,8.14,0.421052631578947,0.303370786516854,0.279090909090909,0.3157
2017,"PJ Cummins","Middle",136,110,4,34,7.42,0.210526315789474,0.382022471910112,0.246363636363636,0.2163
2017,"PJ Cummins","Powerplay",124,81,4,23,9.19,0.210526315789474,0.258426966292135,0.326818181818182,0.1712
2017,"PJ Sangwan","Death",46,24,0,6,11.5,0,0.0674157303370786,0.431818181818182,-0.023
2017,"PJ Sangwan","Middle",27,12,0,4,13.5,0,0.0449438202247191,0.522727272727273,-0.0388
2017,"PJ Sangwan","Powerplay",110,74,6,34,8.92,0.315789473684211,0.382022471910112,0.314545454545455,0.2726
2017,"PP Chawla","Death",11,6,0,0,11,0,0,0.409090909090909,-0.0409
2017,"PP Chawla","Middle",142,84,2,18,10.14,0.105263157894737,0.202247191011236,0.37,0.0868
2017,"PP Chawla","Powerplay",26,32,4,18,4.88,0.210526315789474,0.202247191011236,0.130909090909091,0.1739
2017,"R Bhatia","Middle",55,43,2,9,7.67,0.105263157894737,0.101123595505618,0.257727272727273,0.0677
2017,"R Tewatia","Middle",45,49,3,18,5.51,0.157894736842105,0.202247191011236,0.159545454545455,0.1395
2017,"R Tewatia","Powerplay",6,6,0,5,6,0,0.0561797752808989,0.181818181818182,-0.0013
2017,"R Vinay Kumar","Middle",31,20,2,6,9.3,0.105263157894737,0.0674157303370786,0.331818181818182,0.0502
2017,"RA Jadeja","Death",48,24,0,4,12,0,0.0449438202247191,0.454545454545455,-0.032
2017,"RA Jadeja","Middle",295,199,5,52,8.89,0.263157894736842,0.584269662921348,0.313181818181818,0.3019
2017,"RA Jadeja","Powerplay",9,6,0,1,9,0,0.0112359550561798,0.318181818181818,-0.0284
2017,"RA Tripathi","Middle",12,6,0,0,12,0,0,0.454545454545455,-0.0455
2017,"RD Chahar","Death",2,6,0,4,2,0,0.0449438202247191,0,0.0135
2017,"RD Chahar","Middle",57,40,2,12,8.55,0.105263157894737,0.134831460674157,0.297727272727273,0.0738
